business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
32604,MOBY DICK,9150 DIXIE HWY,LOUISVILLE,KY,40272,38.121423,-85.856025,(502) 935-6565
32608,DOMINOS PIZZA #1431,10011 DIXIE HWY,LOUISVILLE,KY,40272,38.1095891,-85.8650405,(502) 935-3030
32609,CAPTAIN DS #3532,10101 DIXIE HWY,LOUISVILLE,KY,40272,38.1087,-85.865334,(502) 935-7350
32611,KFC,10103 DIXIE HWY,LOUISVILLE,KY,40272,38.108579,-85.865629,(502) 937-0574
32613,DIXIE BOWL,10526 DIXIE HWY,LOUISVILLE,KY,40272,38.1017219,-85.8705242,(502) 937-7900
29790,ANGIOS,3731 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1974502,-85.656589,(502) 451-5454
34624,PIZZA HUT #013415,4211 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.251947,-85.6383819,(502) 895-4518
34628,ORIENTAL HOUSE,4302 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.250684,-85.635074,(502) 897-1017
34955,BEARNOS BY THE BRIDGE,133 W MAIN ST,LOUISVILLE,KY,40202,38.2562324,-85.7529818,(502) 584-7720
34973,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,0,0,(502) 339-7190
34493,OWL CREEK COMM. SNACK BAR,10607 HOBBS STATION RD,LOUISVILLE,KY,40223,38.2577954,-85.5564658,(502) 244-2550
34512,QUICK WOK,801 W BROADWAY,LOUISVILLE,KY,40203,38.2466881,-85.7650962,(502) 584-6519
34630,AMERICAN LEGION,4610 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.248948,-85.627926,(502) 896-4734
34632,OUTBACK STEAKHOUSE,4621 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2505503,-85.6265934,(502) 895-4329
34635,FRISCHS BIG BOY #154,4800 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.250032,-85.627818,(502) 897-9818
34636,MOBY DICK,4848 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.250298,-85.627443,(502) 897-0614
34643,AMVETS POST 9,1567 S SHELBY ST,LOUISVILLE,KY,40217,38.222309,-85.742851,(502) 637-1900
34944,610 MAGNOLIA,610 W MAGNOLIA ST,LOUISVILLE,KY,40208,0,0,(502) 636-0783
34732,KFC Y052-004,3905 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.2203802,-85.6299266,(502) 459-8477
34736,HIKES POINT BAR AND LOUNGE,3937 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.2199553,-85.6280976,(502) 451-6137
34742,WENDYS,4041 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.2199238,-85.6219631,(502) 454-4602
34977,WHITE CASTLE #7,105 E MARKET ST,LOUISVILLE,KY,40202,38.2547734,-85.7513545,(502) 583-0466
34984,DEL FRISCOS,4107 OECHSLI AVE,LOUISVILLE,KY,40207,38.2546665,-85.6458448,(502) 897-7077
34264,VALHALLA GOLF CLUB,15503 SHELBYVILLE RD,LOUISVILLE,KY,40018,38.24284,-85.474457,(502) 245-4475
34267,BASKIN ROBBINS,10264 SHELBYVILLE RD,LOUISVILLE,KY,40222,0,0,(502) 244-6883
34272,WHITE CASTLE #17,3705 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1989403,-85.6593563,(502) 458-1055
34648,LE RELAIS,2817 TAYLORSVILLE RD,LOUISVILLE,KY,40205,38.2227822,-85.6669034,(502) 451-9020
34667,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,38.239654,-85.591774,(502) 425-6094
34760,OUTLOOK INN,916 BAXTER AVE,LOUISVILLE,KY,40204,38.2421199,-85.7259059,(502) 583-4661
34763,KFC,10224 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.195073,-85.56714,(502) 267-0589
34292,MARMADUKES,4206 POPLAR LEVEL RD,LOUISVILLE,KY,40213,38.19843,-85.708276,(502) 452-1390
34295,FIESTA MEXICAN #3,4507 BARDSTOWN RD,LOUISVILLE,KY,40218,38.183138,-85.629215,(502) 491-2982
34301,WILDWOOD COUNTRY CLUB KITCHEN,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,38.172534,-85.617562,(502) 499-1261
34305,HUNGRY PELICAN,5412 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1666119,-85.6017615,(502) 239-7145
34674,HOMETOWN PIZZA,11804 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2472803,-85.5380752,(502) 244-3638
34675,DAIRY QUEEN,11806 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2477881,-85.537145,(502) 245-0800
34676,MOBY DICK,12012 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2484271,-85.5324949,(502) 244-2879
34679,RUMORS,12339 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.247114,-85.52681,(502) 245-0366
34680,MCDONALDS #16,12341 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.246856,-85.526229,(502) 245-1717
34681,MIDLAND TRAIL GOLF COURSE,15360 SHELBYVILLE RD,LOUISVILLE,KY,40223,38.2360823,-85.4745959,(502) 245-0223
34685,ROBBENS ROOST,5906 SIX MILE LN,LOUISVILLE,KY,40220,38.195333,-85.650423,(502) 491-7178
34687,SOUTH PARK COUNTRY CLUB,915 SOUTH PARK RD,LOUISVILLE,KY,40118,38.104122,-85.733139,(502) 969-7125
34773,FOXY LADY,1715 BERRY BLVD,LOUISVILLE,KY,40215,38.1969212,-85.7941893,(502) 366-3273
34779,LAKESIDE CLUB,2010 TREVILIAN WAY,LOUISVILLE,KY,40205,38.220421,-85.68638,(502) 454-4585
34783,LOUISVILLE COUNTRY CLUB,40 MOCKINGBIRD VALLEY DR,LOUISVILLE,KY,40207,38.27792,-85.676277,(502) 896-1721
34786,KINGFISH #2,3021 UPPER RIVER RD,LOUISVILLE,KY,40207,38.2825742,-85.67989,(502) 895-0544
34996,LOS AZTECAS,530 W MAIN ST,LOUISVILLE,KY,40202,38.256649,-85.759552,(502) 561-8535
34692,KENBOWL LANES,7021 SOUTHSIDE DR,LOUISVILLE,KY,40214,38.154753,-85.7644761,(502) 631-1732
34696,SPRING STREET BAR AND GRILL,300 S SPRING ST,LOUISVILLE,KY,40206,38.251209,-85.719208,(502) 584-6630
35052,BUCKS,425 W ORMSBY AVE,LOUISVILLE,KY,40203,38.23336,-85.762062,(502) 637-5284
35056,OWL CREEK COUNTRY CLUB,12400 N OSAGE DR,LOUISVILLE,KY,40223,0,0,(502) 245-4157
35058,FRATERNAL ORDER OF EAGLES #2173,201 OUTER LOOP,LOUISVILLE,KY,40214,38.12673,-85.7656499,(502) 363-3241
35059,NACHBAR,969 CHARLES ST,LOUISVILLE,KY,40204,38.230157,-85.735717,(502) 636-3509
35063,CHEROKEE GOLF COURSE,2501 ALEXANDER RD,LOUISVILLE,KY,40204,38.2393555,-85.7039174,(502) 458-1450
34307,FERN BOWL SNACK BARLOUNGE,5518 BARDSTOWN RD,LOUISVILLE,KY,40291,38.164947,-85.600528,(502) 239-6210
34318,DOMINOS PIZZA #1422,3951 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.219923,-85.6268917,(502) 456-4705
34320,ANNIES PIZZA,2520 PORTLAND AVE,LOUISVILLE,KY,40212,38.270763,-85.789892,(502) 776-2377
34326,CENTERSTONE,600 S PRESTON ST,LOUISVILLE,KY,40202,38.2475405,-85.7474703,(502) 583-3951
34788,LOUISVILLE BOAT CLUB  MAIN KITCHEN,4200 RIVER RD,LOUISVILLE,KY,40207,38.291489,-85.674957,(502) 896-0375
34789,LOUISVILLE BOAT CLUB SNACK BAR,4200 RIVER RD,LOUISVILLE,KY,40207,38.291489,-85.674957,(502) 896-0375
34791,RIVER VALLEY CLUB,4701 UPPER RIVER RD,LOUISVILLE,KY,40222,38.3055,-85.6598,(502) 564-3070
34792,CUNNINGHAMS CREEKSIDE,6301 UPPER RIVER RD,HARRODS CREEK,KY,40027,38.3612767,-85.6434581,(502) 228-3625
34800,COACH LAMP RESTAURANT AND PUB,751 VINE ST,LOUISVILLE,KY,40204,38.2417352,-85.734428,(502) 583-9165
35015,CHARLIE VETTINER GOLF COURSE,10207 MARY DELL LN,LOUISVILLE,KY,40299,38.17384,-85.566437,(502) 267-9958
35019,CAPORAL II,2209 MEADOW DR,LOUISVILLE,KY,40218,38.2044719,-85.6642769,(502) 473-7840
35028,CAPTAIN DS #3517,3801 OAKLAWN DR,LOUISVILLE,KY,40219,38.149209,-85.692065,(502) 968-5119
34335,GODFATHER II,5000 PRESTON HWY,LOUISVILLE,KY,40213,38.175159,-85.713837,(502) 964-9610
34338,WENDYS,5101 PRESTON HWY,LOUISVILLE,KY,40213,38.1746618,-85.7121777,(502) 968-5358
34715,WENDYS,3422 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1988018,-85.7830533,(502) 366-4701
34716,GOLDEN STAR,3458 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1970791,-85.7829234,(502) 368-1833
34720,WYANDOTTE TAVERN,3700 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1910079,-85.783795,(502) 363-9165
34802,KNIGHTS OF COLUMBUS,4417 RIVER RD,LOUISVILLE,KY,40207,38.298443,-85.6680499,(502) 893-2220
34811,LEES RESTAURANT,1941 BISHOP LN,LOUISVILLE,KY,40218,38.202971,-85.6836129,(502) 456-9714
34812,ORIENTAL STAR,4212 BISHOP LN,LOUISVILLE,KY,40218,38.2003069,-85.6860511,(502) 452-9898
34814,WAFFLE HOUSE #179,4320 BISHOP LN,LOUISVILLE,KY,40218,38.198524,-85.6868329,(502) 458-6434
34817,VFW POST 1181,6518 BLEVINS GAP RD,LOUISVILLE,KY,40272,38.0696299,-85.88377,(502) 937-9066
34827,BONNYCASTLE CLUB,1951 BONNYCASTLE AVE,LOUISVILLE,KY,40205,38.230523,-85.7054886,(502) 451-3299
35038,STRIKE AND SPARE FAMILY FUN CENTER,6220 OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,38.1957697,-85.6612815,(502) 968-2695
34729,BEARNOS,2900 TAYLORSVILLE RD,LOUISVILLE,KY,40205,38.2223803,-85.6655931,(502) 458-8605
34259,POPEYES,3317 BARDSTOWN RD,LOUISVILLE,KY,40218,38.2074117,-85.6675721,(502) 459-3770
34351,TRIXIES,6114 PRESTON HWY,LOUISVILLE,KY,40219,38.1621956,-85.7002251,(502) 969-6199
34358,EL NOPAL,6300 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1547,-85.590369,(502) 231-4249
34363,PIZZA HUT #013416,7509 PRESTON HWY,LOUISVILLE,KY,40219,38.142753,-85.688523,(502) 964-5986
34366,ARBYS #325,7708 PRESTON HWY,LOUISVILLE,KY,40219,38.139358,-85.687849,(502) 968-6921
34526,PLEHNS BAKERY,3940 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2525654,-85.6532509,(502) 895-8223
34833,GALT CAFE MAGNOLIA,140 N 4TH ST,LOUISVILLE,KY,40202,38.258018,-85.756752,(502) 589-5200
34835,GALT AL JS AND THELMAS DELI,140 N 4TH ST,LOUISVILLE,KY,40202,38.258018,-85.756752,(502) 589-5200
34839,GALT RIVUE,140 N 4TH ST,LOUISVILLE,KY,40202,38.258018,-85.756752,(502) 589-3100
34844,MOBY DICK,2700 S 3RD ST,LOUISVILLE,KY,40208,38.2099309,-85.7632799,(502) 636-2848
34845,KFC,5462 NEW CUT RD,LOUISVILLE,KY,40214,38.14644,-85.7759899,(502) 366-4136
34846,SUBURBAN SOCIAL CLUB INC.,3901 S 3RD ST,LOUISVILLE,KY,40214,38.1999967,-85.7649907,(502) 368-3161
34371,GOLDEN BUDDHA RESTAURANT,8000 PRESTON HWY,LOUISVILLE,KY,40219,38.1363286,-85.6860862,(502) 968-7700
34372,BEARNOS LITTLE SICILY,8019 PRESTON HWY,LOUISVILLE,KY,40219,38.135657,-85.6848967,(502) 968-6060
34379,AANDW ROOT BEER LONG JOHN SILVERS,8315 PRESTON HWY,LOUISVILLE,KY,40219,38.131474,-85.682351,(502) 969-2206
34380,DOMINOS PIZZA #1427,8404 PRESTON HWY,LOUISVILLE,KY,40219,38.1304481,-85.6827285,(502) 969-5291
34381,MOBY DICK,6332 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1547924,-85.5896224,(502) 239-4827
34393,TWO LANE LIQUOR AND BAR,9702 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1004678,-85.5657196,(502) 239-1018
34855,SHENANIGANS,1611 NORRIS PLACE,LOUISVILLE,KY,40205,38.2271506,-85.7084512,(502) 454-3919
34857,SHAWNEE GOLF COURSE,460 NORTHWESTERN PKWY,LOUISVILLE,KY,40212,38.2714047,-85.8191095,(502) 775-9384
34866,CRAVINGS,101 S 5TH ST,LOUISVILLE,KY,40202,38.256143,-85.757873,(502) 584-6846
34173,SKATE WORLD PRESTON,6310 PRESTON HWY,LOUISVILLE,KY,40219,38.159586,-85.700646,(502) 969-6000
34175,EL NOPAL,4214 OUTER LOOP,LOUISVILLE,KY,40219,38.1380862,-85.6828543,(502) 968-2566
34177,POPEYES,7528 DIXIE HWY,LOUISVILLE,KY,40258,38.141965,-85.840906,(502) 933-3633
34872,GOLDEN WALL,3201 FERN VALLEY RD,LOUISVILLE,KY,40213,38.157297,-85.705887,(502) 968-9717
34875,VFW POST OKOLONA,4205 LAMBERT RD,LOUISVILLE,KY,40219,38.135458,-85.683504,(502) 964-7182
34882,CEDAR RIDGE CAMP AND RETREAT CNT,4010 ROUTT RD,LOUISVILLE,KY,40299,38.0984082,-85.4802672,(502) 267-5848
34884,HURSTBOURNE CLUB SNACKBAR,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,38.239654,-85.591774,(502) 425-0094
34193,WENDYS #170234,1108 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2381101,-85.721005,(502) 254-7130
34201,BRISTOL BAR AND GRILLE,1321 BARDSTOWN RD,LOUISVILLE,KY,40204,38.235156,-85.714314,(502) 456-1702
34396,HUNTING CREEK COUNTRY CLUB,6807 FOXCRAFT RD,PROSPECT,KY,40059,0,0,(502) 228-1106
34398,LAZER BLAZE,4121 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2523398,-85.6457837,(502) 895-3462
34406,WAFFLE HOUSE #353,4706 PRESTON HWY,LOUISVILLE,KY,40213,38.17938,-85.718228,(502) 968-7697
34412,COMMUNITY BAPTIST CHURCH SENIOR SEVICES,4909 INDIAN TRAIL,LOUISVILLE,KY,40219,38.1828589,-85.6690842,(502) 459-4959
34573,BROWNSBORO PARK COMMUNITY,2960 GOOSE CREEK RD,LOUISVILLE,KY,40222,38.291119,-85.583425,(502) 425-3446
34575,SUBWAY,1979 BROWNSBORO RD,LOUISVILLE,KY,40206,38.25993,-85.7083579,(502) 897-6811
34581,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUISVILLE,KY,40213,38.0735518,-85.6650043,(502) 636-1331
34453,FERN CREEK BALLPARK CONCESSION,8703 FERNDALE RD,LOUISVILLE,KY,40291,38.1554594,-85.598382,(502) 231-1727
34455,CAPTAIN DS #3615,5232 BARDSTOWN RD,LOUISVILLE,KY,40219,38.1694713,-85.6066932,(502) 499-7189
34896,ARBYS #263,3615 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1995521,-85.6607579,(502) 459-7458
34897,FRISCHS BIG BOY #153,1710 LINCOLN AVE,LOUISVILLE,KY,40213,38.1971351,-85.7072525,(502) 451-9880
34898,PESTOS ITALIAN RESTAURANT,566 S 5TH ST,LOUISVILLE,KY,40203,38.249931,-85.759399,(502) 584-0567
34899,BOB EVANS #51,9797 BLAIRWOOD RD,LOUISVILLE,KY,40222,38.226284,-85.579337,(502) 423-0236
34210,TWIG AND LEAF,2122 BARDSTOWN RD,LOUISVILLE,KY,40205,38.224587,-85.694391,(502) 451-8944
34211,LEFT FIELD LOUNGE INC.,2282 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2240532,-85.6914926,(502) 690-3750
34213,PAPA JOHNS #008,2301 BARDSTOWN RD,LOUISVILLE,KY,40205,38.22419,-85.690568,(502) 458-7555
34216,SOL AZTECAS,2427 BARDSTOWN RD,LOUISVILLE,KY,40205,38.223807,-85.6874617,(502) 459-7776
34592,DIZZY WHIZ #1,217 W ST. CATHERINE ST,LOUISVILLE,KY,40203,0,0,(502) 583-3828
34602,SENECA GOLF COURSE SNACK BAR,2300 PEE WEE REESE RD,LOUISVILLE,KY,40205,38.230022,-85.673302,(502) 458-9248
34918,IROQUOIS VFW POST #6182,992 LONGFIELD AVE,LOUISVILLE,KY,40215,38.19832,-85.776775,(502) 363-9387
34923,OLLIES TROLLEY #9,978 S 3RD ST,LOUISVILLE,KY,40203,38.23887,-85.7581593,(502) 583-5214
34933,MOBY DICK,3802 DIXIE HWY,LOUISVILLE,KY,40216,38.196959,-85.805207,(502) 447-5448
34222,BUCKHEAD MOUNTAIN GRILL,3020 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2129657,-85.6737004,(502) 456-6680
34225,STEAK N SHAKE #701,3232 BARDSTOWN RD,LOUISVILLE,KY,40205,38.208571,-85.669839,(502) 456-2670
34233,HOLY SMOKES BBQ,7508 PRESTON HWY,LOUISVILLE,KY,40219,38.1431872,-85.6893825,(502) 968-5657
34471,AERO CLUB,3333 ROGER E SCHUPP ST,LOUISVILLE,KY,40205,38.2252102,-85.6555645,(502) 456-9707
34239,MORRISON SENIOR DINING,10510 LAGRANGE RD,LOUISVILLE,KY,40223,0,0,(502) 253-7000
35197,WAFFLE HOUSE #221,4150 CANE RUN RD,LOUISVILLE,KY,40216,38.2024318,-85.833674,(502) 447-7203
35200,WENDYS #170283,4312 CANE RUN RD,LOUISVILLE,KY,40216,38.1998671,-85.8370123,(502) 447-2294
35203,INDIS,4419 CANE RUN RD,LOUISVILLE,KY,40216,38.196691,-85.8404403,(502) 448-1108
35204,DOMINOS PIZZA #1423,2400 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2580432,-85.701475,(502) 896-2488
35205,MOBY DICK,4421 CANE RUN RD,LOUISVILLE,KY,40216,38.1964697,-85.8407153,(502) 447-3341
35211,PATS STEAK HOUSE,2437 BROWNSBORO RD,LOUISVILLE,KY,40206,38.25893,-85.699921,(502) 893-2062
35213,MIKE LINNIGS RESTAURANT,9308 CANE RUN RD,LOUISVILLE,KY,40258,38.119056,-85.897413,(502) 937-9888
35215,FAMOUS RECIPE,2925 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2602765,-85.687133,(502) 896-4694
35217,CRESCENT HILL GOLF COURSE,3110 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2610931,-85.6842253,(502) 896-9193
35981,H. D. RUBBIES,6905 SOUTHSIDE DR,LOUISVILLE,KY,40214,38.156982,-85.764031,(502) 367-0007
35988,HILL ST. FISH FRY,111 E HILL ST,LOUISVILLE,KY,40208,38.22546,-85.755707,(502) 636-3474
35180,CHECKS,1101 E BURNETT AVE,LOUISVILLE,KY,40217,38.222851,-85.738602,(502) 637-9372
35064,ADAS KITCHEN,510 E CHESTNUT ST,LOUISVILLE,KY,40202,38.2474273,-85.7450966,(502) 561-3762
35070,BODY SHOP,421 W CHESTNUT ST,LOUISVILLE,KY,40202,38.24931,-85.758873,(502) 589-5621
35079,JOCKEY CLUB SUITES,700 CENTRAL AVE,LOUISVILLE,KY,40208,38.201859,-85.771111,(502) 638-3925
35085,AMERICAN LEGION DIXIE POST 2,2107 CRUMS LN,LOUISVILLE,KY,40216,38.195484,-85.811256,(502) 447-9058
35086,HIGHVIEW YOUTH SPORTS,6415 OUTER LOOP,LOUISVILLE,KY,40219,38.137797,-85.639415,(502) 299-3380
35088,PIZZA HUT #013427,6800 OUTER LOOP,LOUISVILLE,KY,40228,38.137536,-85.6341381,(502) 238-7615
35095,BOBBY NICHOLS GOLF COURSE,4301 E PAGES LN,LOUISVILLE,KY,40272,38.129429,-85.83017,(502) 937-9051
35109,WHITE CASTLE #11,1922 S 7TH ST,LOUISVILLE,KY,40208,38.2203274,-85.7770175,(502) 535-6047
35113,DAIRY DEL #2,2607 S 7TH ST,LOUISVILLE,KY,40215,38.2139662,-85.7837961,(502) 593-9797
35119,WILD HORSE SALOON,2927 S 7TH ST,LOUISVILLE,KY,40216,38.2083051,-85.787904,(502) 637-9630
35135,CAPTAIN DS #3311,2960 BRECKENRIDGE LN,LOUISVILLE,KY,40220,38.2190571,-85.6295477,(502) 456-4261
35149,CHOPSTICKS,416 E BROADWAY,LOUISVILLE,KY,40202,38.2450288,-85.7468424,(502) 589-9145
35154,CITY CAFE,505 W BROADWAY,LOUISVILLE,KY,40202,38.2462303,-85.7603468,(502) 589-1797
35163,SYLS,2403 W BROADWAY,LOUISVILLE,KY,40211,38.24963,-85.791733,(502) 776-9105
35165,KFC Y052-023,1911 W BROADWAY,LOUISVILLE,KY,40203,38.2494086,-85.7838031,(502) 778-7837
35171,MCDONALDS #4620,1212 W BROADWAY,LOUISVILLE,KY,40203,38.247163,-85.7722409,(502) 584-7046
35172,STANDARD CC POOL SNACK BAR,8208 STANDARD CLUB LN,LOUISVILLE,KY,40241,38.2925,-85.596863,(502) 425-2857
35173,INDIS,1033 W BROADWAY,LOUISVILLE,KY,40203,38.2474588,-85.7696413,(502) 589-7985
36693,LORDS KITCHEN,2732 S 5TH ST,LOUISVILLE,KY,40208,38.2093362,-85.7666789,(502) 964-3304
36894,PIZZA HUT #013422,5368 DIXIE HWY,LOUISVILLE,KY,40216,38.156477,-85.835328,(502) 448-8711
36905,KFC Y052-042,9487 WESTPORT RD,LOUISVILLE,KY,40242,38.2866954,-85.5758608,(502) 426-5150
36906,SHIRLEY MAES CAFE,802 S CLAY ST,LOUISVILLE,KY,40202,38.241409,-85.742104,(502) 589-5295
36820,IRISH ROVER CLUB,2319 FRANKFORT AVE,LOUISVILLE,KY,40206,38.25346,-85.702271,(502) 899-3544
36994,DOMINOS PIZZA #1426,3900 S 7TH ST,LOUISVILLE,KY,40216,38.194523,-85.8040924,(502) 448-6372
37108,SKYLINE CHILI #2,1266 BARDSTOWN RD,LOUISVILLE,KY,40204,38.235276,-85.716008,(502) 473-1234
36333,LEES FAMOUS RECIPE,5059 POPLAR LEVEL RD,LOUISVILLE,KY,40219,38.162943,-85.678061,(502) 964-6869
